_inputshopbuymultiple;BUY
achievement_20534_desc;Win 500 Matches with a Scoia'tael ability
achievement_20534_title;Silent Assassins
achievement_20535_desc;Win 1000 Matches with a Scoia'tael ability
achievement_20535_title;Whose land? Our land!
achievement_20541_desc;Win 25 Matches with a Skellige ability
achievement_20541_title;Land ho!
achievement_20542_desc;Win 100 Matches with a Skellige ability
achievement_20542_title;Get yourself an axe
achievement_20543_desc;Win 250 Matches with a Skellige ability
achievement_20543_title;Lord of the flies
achievement_20544_desc;Win 500 Matches with a Skellige ability
achievement_20544_title;You call that a storm?
achievement_20545_desc;Win 1000 Matches with a Skellige ability
achievement_20545_title;For Skellige's Glory
achievement_20551_desc;Win 25 Matches with Thronebreaker abilities.
achievement_20551_title;Pauper
achievement_20552_desc;Win 100 Matches with Thronebreaker abilities.
achievement_20552_title;Burgher
achievement_20553_desc;Win 250 Matches with Thronebreaker abilities.
achievement_20553_title;Noble
achievement_20554_desc;Win 500 Matches with Thronebreaker abilities.
achievement_20554_title;Baron
achievement_20555_desc;Win 1000 Matches with Thronebreaker abilities.
achievement_20555_title;Lord of the Manor
achievement_20561_desc;Win 25 Matches with Crimson Curse abilities
achievement_20561_title;Crimson Initiate
achievement_20562_desc;Win 100 Matches with Crimson Curse abilities
achievement_20562_title;Crimson Acolyte
achievement_20563_desc;Win 250 Matches with Crimson Curse abilities
achievement_20563_title;Crimson Cultist
achievement_20564_desc;Win 500 Matches with Crimson Curse abilities
achievement_20564_title;Crimson Zealot
achievement_20565_desc;Win 1000 Matches with Crimson Curse abilities
achievement_20565_title;Crimson Elder
achievement_20571_desc;Win 25 Matches with a Syndicate ability
achievement_20571_title;Wannabe
achievement_20572_desc;Win 100 Matches with a Syndicate ability
achievement_20572_title;Footsoldier
achievement_20573_desc;Win 250 Matches with a Syndicate ability
achievement_20573_title;Runner
achievement_20574_desc;Win 500 Matches with a Syndicate ability
achievement_20574_title;Capo
achievement_20575_desc;Win 1000 Matches with a Syndicate ability
achievement_20575_title;Crime Boss
achievement_20581_desc;Win 25 matches with Year of the Wererat abilities
achievement_20581_title;New Moon
achievement_20582_desc;Win 100 matches with Year of the Wererat abilities
achievement_20582_title;Waxing Crescent
achievement_20583_desc;Win 250 matches with Year of the Wererat abilities
achievement_20583_title;First Quarter
achievement_20584_desc;Win 500 matches with Year of the Wererat abilities
achievement_20584_title;Waxing Gibbous
achievement_20585_desc;Win 1000 matches with Year of the Wererat abilities
achievement_20585_title;Full Moon
achievement_30001_desc;Get 200 cards into your base set gameplay collection (duplicates that can't be placed in decks don't count).
achievement_30001_title;Scrapbooking
achievement_30002_desc;Get 300 cards into your base set gameplay collection (duplicates that can't be placed in decks don't count).
achievement_30002_title;Smorgasbord
achievement_30003_desc;Get 400 cards into your base set gameplay collection (duplicates that can't be placed in decks don't count).
achievement_30003_title;Decked out
achievement_30004_desc;Get 500 cards into your base set gameplay collection (duplicates that can't be placed in decks don't count).
achievement_30004_title;Deck the halls
achievement_30005_desc;Get all cards in the base set gameplay collection (duplicates that can't be placed in decks don't count).
achievement_30005_title;Completionist
achievement_30011_desc;Collect all Base Set Neutral gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30011_title;Base set Neutral Collector
achievement_30012_desc;Collect all Base Set Monster gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30012_title;Base Set Monster Collector
achievement_30013_desc;Collect all Base Set Nilfgaard gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30013_title;Base Set Nilfgaard Collector
achievement_30014_desc;Collect all Base Set Northern Realms gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30014_title;Base Set Northern Realms Collector
achievement_30015_desc;Collect all Base Set Scoia'tael gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30015_title;Base Set Scoia'tael Collector
achievement_30016_desc;Collect all Base Set Skellige gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30016_title;Base Set Skellige Collector
achievement_30017_desc;Collect all Base Set Gold gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30017_title;Base Set Gold Collector
achievement_30019_desc;Collect all Base Set Bronze gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30019_title;Base Set Bronze Collector
achievement_30030_desc;Unlock your first leader ornament in the reward book
achievement_30030_title;Leading in style
achievement_30031_desc;Collect these ornaments from the Monster main tree:
achievement_30031_title;Tremors
achievement_30032_desc;Collect these ornaments from the Nilfgaard main tree:
achievement_30032_title;An Empire is Born
achievement_30033_desc;Collect these ornaments from the Northern Realms main tree:
achievement_30033_title;Divine Right of Kings
achievement_30034_desc;Collect these ornaments from the Scoia'tael main tree:
achievement_30034_title;We are the resistance
achievement_30035_desc;Collect these ornaments from the Skellige main tree:
achievement_30035_title;Clans unite!
achievement_30036_desc;Collect those ornaments from the Syndicate main tree:
achievement_30036_title;An offer we can't refuse
achievement_30051_desc;Collect all card versions of the famous witcher Geralt:
achievement_30051_title;Contract Killer
achievement_30052_desc;Collect all cards from the main heroes of The Witcher 3: Wild Hunt:
achievement_30052_title;The Usual suspects
achievement_30053_desc;Collect all the crones from Crookback Bog:
achievement_30053_title;Strange Stew
achievement_30054_desc;Collect all the top brass cards of the Wild Hunt:
achievement_30054_title;Wild Hunt
achievement_30055_desc;Collect all the most finely-tuned cards in the game:
achievement_30055_title;Pitch Perfect
achievement_30056_desc;Collect all of these magic-raising cards in the game:
achievement_30056_title;Hour of Magic
achievement_30100_desc;Acquire 1 premium card from the base set.
achievement_30100_title;Crown Jewels
achievement_30102_desc;Have 50 premium cards from the base set at the same time.
achievement_30102_title;Glitzville
achievement_30103_desc;Have 100 premium cards from the base set at the same time.
achievement_30103_title;Smoke and Mirrors
achievement_30104_desc;Have 200 premium cards from the base set at the same time.
achievement_30104_title;High-Flyer
achievement_30105_desc;Have 300 premium cards from the base set at the same time.
achievement_30105_title;Collector of fine arts
achievement_30106_desc;Have 450 premium cards from the base set at the same time.
achievement_30106_title;Never enough
achievement_30108_desc;Have ALL premium cards from the base set at the same time.
achievement_30108_title;El Dorado
achievement_30111_desc;Collect all Base Set Premium Neutral gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30111_title;Base Set Premium Neutral Collector
achievement_30112_desc;Collect all Base Set Premium Monster gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30112_title;Base Set Premium Monster Collector
achievement_30113_desc;Collect all Base Set Premium Nilfgaard gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30113_title;Base Set Premium Nilfgaard Collector
achievement_30114_desc;Collect all Base Set Premium Northern Realms gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30114_title;Base Set Premium Northern Realms Collector
achievement_30115_desc;Collect all Base Set Premium Scoia'tael gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30115_title;Base Set Premium Scoia'tael Collector
achievement_30116_desc;Collect all Base Set Premium Skellige gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30116_title;Base Set Premium Skellige Collector
achievement_30117_desc;Collect all Base Set Premium Gold gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30117_title;Base Set Premium Gold Collector
achievement_30119_desc;Collect all Base Set Premium Bronze gameplay card collection (duplicates that can't be placed in decks don't count).
achievement_30119_title;Base Set Premium Bronze Collector
achievement_30201_desc;Mill 1 card.
achievement_30201_title;Petty Change
achievement_30202_desc;Mill 100 cards.
achievement_30202_title;Is it snowing?
achievement_30203_desc;Mill 1,000 cards.
achievement_30203_title;Bonfire!
achievement_30204_desc;Mill 10,000 cards.
achievement_30204_title;Confetti machine
achievement_30205_desc;Mill 100,000 cards.
achievement_30205_title;Some people just like to watch the world burn
achievement_30301_desc;Open 10 kegs.
achievement_30301_title;Such wow-wows!
achievement_30302_desc;Open 50 kegs.
achievement_30302_title;Goodest card you get!
achievement_30303_desc;Open 200 kegs.
achievement_30303_title;So? Uman likey?
achievement_30304_desc;Open 500 kegs.
achievement_30304_title;Crackle! Smash!
achievement_30305_desc;Open 1,000 kegs.
achievement_30305_title;Make smashsmash?
achievement_30401_desc;Transmute a card
achievement_30401_title;Alchemist
achievement_30402_desc;Transmute 10 cards.
achievement_30402_title;Enhancements
achievement_30403_desc;Transmute 50 cards.
achievement_30403_title;Water into wine
achievement_30404_desc;Transmute 100 cards.
achievement_30404_title;Fly, my pretties!
achievement_40002_desc;Complete the mosaic for Rank 30 in Standard Mode.
achievement_40002_title;Mosaic Avatar: Poor Fucking Infantry
achievement_40003_desc;Complete the mosaic for Rank 29 in Standard Mode.
achievement_40003_title;Mosaic Avatar: Drowner
achievement_40004_desc;Complete the mosaic for Rank 28 in Standard Mode.
achievement_40004_title;Mosaic Avatar: Skellige Warrior
achievement_40005_desc;Complete the mosaic for Rank 27 in Standard Mode.
achievement_40005_title;Mosaic Avatar: Scoia'tael Commando
achievement_40006_desc;Complete the mosaic for Rank 26 in Standard Mode.
achievement_40006_title;Mosaic Avatar: Nilfgaardian Knight
achievement_40007_desc;Complete the mosaic for Rank 25 in Standard Mode.
achievement_40007_title;Mosaic Avatar: Dandelion
achievement_40008_desc;Complete the mosaic for Rank 24 in Standard Mode.
achievement_40008_title;Mosaic Avatar: Priscilla
achievement_40009_desc;Complete the mosaic for Rank 23 in Standard Mode.
achievement_40009_title;Mosaic Avatar: Shani
achievement_40010_desc;Complete the mosaic for Rank 22 in Standard Mode.
achievement_40010_title;Mosaic Avatar: Bloody Baron
achievement_40011_desc;Complete the mosaic for Rank 21 in Standard Mode.
achievement_40011_title;Mosaic Avatar: Zoltan
achievement_40012_desc;Complete the mosaic for Rank 20 in Standard Mode.
achievement_40012_title;Mosaic Avatar: Lambert
achievement_40013_desc;Complete the mosaic for Rank 19 in Standard Mode.
achievement_40013_title;Mosaic Avatar: Regis
achievement_40014_desc;Complete the mosaic for Rank 18 in Standard Mode.
achievement_40014_title;Mosaic Avatar: Vernon Roche
achievement_40015_desc;Complete the mosaic for Rank 17 in Standard Mode.
achievement_40015_title;Mosaic Avatar: Dijkstra
achievement_40016_desc;Complete the mosaic for Rank 16 in Standard Mode.
achievement_40016_title;Mosaic Avatar: Emhyr
achievement_40017_desc;Complete the mosaic for Rank 15 in Standard Mode.
achievement_40017_title;Mosaic Avatar: Letho
