_inputshopbuymultiple;ACQUISTA
achievement_20511_desc;Vinci 25 partite con un'abilità di Nilfgaard.
achievement_20511_title;Guerra all'orizzonte
achievement_20512_desc;Vinci 100 partite con un'abilità di Nilfgaard.
achievement_20512_title;Per la gloria dell'Impero!
achievement_20513_desc;Vinci 250 partite con un'abilità di Nilfgaard.
achievement_20513_title;Al sorgere del Grande Sole
achievement_20514_desc;Vinci 500 partite con un'abilità di Nilfgaard.
achievement_20514_title;Profumo di vittoria
achievement_20515_desc;Vinci 1.000 partite con un'abilità di Nilfgaard.
achievement_20515_title;Arrenditi o muori
achievement_20521_desc;Vinci 25 partite con un'abilità dei Regni Settentrionali.
achievement_20521_title;Pelapatate
achievement_20522_desc;Vinci 100 partite con un'abilità dei Regni Settentrionali.
achievement_20522_title;In alto gli stendardi!
achievement_20523_desc;Vinci 250 partite con un'abilità dei Regni Settentrionali.
achievement_20523_title;A morte gli invasori
achievement_20524_desc;Vinci 500 partite con un'abilità dei Regni Settentrionali.
achievement_20524_title;L'unione fa la forza
achievement_20525_desc;Vinci 1.000 partite con un'abilità dei Regni Settentrionali.
achievement_20525_title;Gloria nella vendetta
achievement_20531_desc;Vinci 25 partite con un'abilità degli Scoia'tael
achievement_20531_title;Per Brokilon!
achievement_20532_desc;Vinci 100 partite con un'abilità degli Scoia'tael.
achievement_20532_title;Guerriero ombra
achievement_20533_desc;Vinci 250 partite con un'abilità degli Scoia'tael.
achievement_20533_title;Mira salda
achievement_20534_desc;Vinci 500 partite con un'abilità degli Scoia'tael.
achievement_20534_title;Assassini silenziosi
achievement_20535_desc;Vinci 1.000 partite con un'abilità degli Scoia'tael.
achievement_20535_title;Questa terra è nostra!
achievement_20541_desc;Vinci 25 partite con un'abilità di Skellige.
achievement_20541_title;Terra! Terra!
achievement_20542_desc;Vinci 100 partite con un'abilità di Skellige.
achievement_20542_title;Procurati un'ascia
achievement_20543_desc;Vinci 250 partite con un'abilità di Skellige.
achievement_20543_title;Signore delle mosche
achievement_20544_desc;Vinci 500 partite con un'abilità di Skellige.
achievement_20544_title;E quella sarebbe una tempesta?
achievement_20545_desc;Vinci 1.000 partite con un'abilità di Skellige.
achievement_20545_title;Per la gloria di Skellige
achievement_20551_desc;Vinci 25 partite con le abilità di Thronebreaker.
achievement_20551_title;Indigente
achievement_20552_desc;Vinci 100 partite con le abilità di Thronebreaker.
achievement_20552_title;Borghese
achievement_20553_desc;Vinci 250 partite con le abilità di Thronebreaker.
achievement_20553_title;Nobile
achievement_20554_desc;Vinci 500 partite con le abilità di Thronebreaker.
achievement_20554_title;Barone
achievement_20555_desc;Vinci 1.000 partite con le abilità di Thronebreaker.
achievement_20555_title;Signore della tenuta
achievement_20561_desc;Vinci 25 partite con le abilità di Crimson Curse.
achievement_20561_title;Iniziato cremisi
achievement_20562_desc;Vinci 100 partite con le abilità di Crimson Curse.
achievement_20562_title;Accolito cremisi
achievement_20563_desc;Vinci 250 partite con le abilità di Crimson Curse.
achievement_20563_title;Seguace cremisi
achievement_20564_desc;Vinci 500 partite con le abilità di Crimson Curse.
achievement_20564_title;Fanatico cremisi
achievement_20565_desc;Vinci 1.000 partite con le abilità di Crimson Curse.
achievement_20565_title;Anziano cremisi
achievement_20571_desc;Vinci 25 partite con un'abilità del Sindacato.
achievement_20571_title;Aspirante
achievement_20572_desc;Vinci 100 partite con un'abilità del Sindacato.
achievement_20572_title;Fante
achievement_20573_desc;Vinci 250 partite con un'abilità del Sindacato.
achievement_20573_title;Piazzista
achievement_20574_desc;Vinci 500 partite con un'abilità del Sindacato.
achievement_20574_title;Capo
achievement_20575_desc;Vinci 1.000 partite con un'abilità del Sindacato.
achievement_20575_title;Boss del crimine
achievement_20581_desc;Vinci 25 partite con le abilità dell'Anno del Ratto mannaro.
achievement_20581_title;Luna nuova
achievement_20582_desc;Vinci 100 partite con le abilità dell'Anno del Ratto mannaro.
achievement_20582_title;Luna crescente
achievement_20583_desc;Vinci 250 partite con le abilità dell'Anno del Ratto mannaro.
achievement_20583_title;Primo quarto
achievement_20584_desc;Vinci 500 partite con le abilità dell'Anno del Ratto mannaro.
achievement_20584_title;Gibbosa crescente
achievement_20585_desc;Vinci 1.000 partite con le abilità dell'Anno del Ratto mannaro.
achievement_20585_title;Luna piena
achievement_30001_desc;Ottieni 200 carte per la tua collezione del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30001_title;Bricolage
achievement_30002_desc;Ottieni 300 carte per la tua collezione del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30002_title;Buffet
achievement_30003_desc;Ottieni 400 carte per la tua collezione del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30003_title;Ammazza che mazzo!
achievement_30004_desc;Ottieni 500 carte per la tua collezione del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30004_title;Tutto addobbato
achievement_30005_desc;Ottieni tutte le carte per la tua collezione del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30005_title;Perfezionista
achievement_30011_desc;Completa la collezione di carte del set base dei Neutrali (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30011_title;Collezionista set base dei Neutrali
achievement_30012_desc;Completa la collezione di carte del set base dei Mostri (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30012_title;Collezionista set base dei Mostri
achievement_30013_desc;Completa la collezione di carte del set base di Nilfgaard (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30013_title;Collezionista set base di Nilfgaard
achievement_30014_desc;Completa la collezione di carte del set base dei Regni Settentrionali (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30014_title;Collezionista set base dei Regni Settentrionali
achievement_30015_desc;Completa la collezione di carte del set base degli Scoia'tael (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30015_title;Collezionista set base degli Scoia'tael
achievement_30016_desc;Completa la collezione di carte del set base di Skellige (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30016_title;Collezionista set base di Skellige
achievement_30017_desc;Completa la collezione di carte Oro del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30017_title;Collezionista set base Oro
achievement_30019_desc;Completa la collezione di carte Bronzo del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30019_title;Collezionista set base Bronzo
achievement_30030_desc;Sblocca il tuo primo ornamento da comandante nel libro delle ricompense.
achievement_30030_title;Comandare con stile
achievement_30031_desc;Ottieni questi ornamenti dall'albero principale dei Mostri:
achievement_30031_title;Tremori
achievement_30032_desc;Ottieni questi ornamenti dall'albero principale di Nilfgaard:
achievement_30032_title;Nascita di un Impero
achievement_30033_desc;Ottieni questi ornamenti dall'albero principale dei Regni Settentrionali:
achievement_30033_title;Re per diritto divino
achievement_30034_desc;Ottieni questi ornamenti dall'albero principale degli Scoia'tael:
achievement_30034_title;Siamo la resistenza
achievement_30035_desc;Ottieni questi ornamenti dall'albero principale di Skellige:
achievement_30035_title;Clan, unitevi!
achievement_30036_desc;Ottieni questi ornamenti dall'albero principale del Sindacato:
achievement_30036_title;Un'offerta che non possiamo rifiutare
achievement_30051_desc;Colleziona tutte le versioni delle carte del famoso witcher Geralt:
achievement_30051_title;Ammazzamostri
achievement_30052_desc;Colleziona tutte le carte degli eroi principali di The Witcher 3: Wild Hunt:
achievement_30052_title;I soliti sospetti
achievement_30053_desc;Colleziona tutte le megere della Palude del Gobbo:
achievement_30053_title;Strano stufato
achievement_30054_desc;Colleziona tutti i pezzi grossi della Caccia Selvaggia:
achievement_30054_title;Caccia Selvaggia
achievement_30055_desc;Colleziona tutte le carte più equilibrate del gioco:
achievement_30055_title;Orecchio assoluto
achievement_30056_desc;Colleziona tutte queste carte magiche del gioco:
achievement_30056_title;Lezione di magia
achievement_30100_desc;Ottieni 1 carta premium del set base.
achievement_30100_title;Gemme della corona
achievement_30102_desc;Colleziona 50 carte premium del set base.
achievement_30102_title;Come brilla!
achievement_30103_desc;Colleziona 100 carte premium del set base.
achievement_30103_title;Fumo negli occhi
achievement_30104_desc;Colleziona 200 carte premium del set base.
achievement_30104_title;Pezzo grosso
achievement_30105_desc;Colleziona 300 carte premium del set base.
achievement_30105_title;Collezionista sopraffino
achievement_30106_desc;Colleziona 450 carte premium del set base.
achievement_30106_title;Incontentabile
achievement_30108_desc;Colleziona TUTTE le carte premium del set base.
achievement_30108_title;El Dorado
achievement_30111_desc;Completa la collezione di carte premium del set base dei Neutrali (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30111_title;Collezionista set base premium dei Neutrali
achievement_30112_desc;Completa la collezione di carte premium del set base dei Mostri (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30112_title;Collezionista set base premium dei Mostri
achievement_30113_desc;Completa la collezione di carte premium del set base di Nilfgaard (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30113_title;Collezionista set base premium di Nilfgaard
achievement_30114_desc;Completa la collezione di carte premium del set base dei Regni Settentrionali (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30114_title;Collezionista set base premium dei Regni Settentrionali
achievement_30115_desc;Completa la collezione di carte premium del set base degli Scoia'tael (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30115_title;Collezionista set base premium degli Scoia'tael
achievement_30116_desc;Completa la collezione di carte premium del set base di Skellige (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30116_title;Collezionista set base premium di Skellige
achievement_30117_desc;Completa la collezione di carte premium Oro del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30117_title;Collezionista set base premium Oro
achievement_30119_desc;Completa la collezione di carte premium Bronzo del set base (esclusi i doppioni che non possono essere inseriti nei mazzi).
achievement_30119_title;Collezionista set base premium Bronzo
achievement_30201_desc;Ricicla 1 carta.
achievement_30201_title;Ricicliamo
achievement_30202_desc;Ricicla 100 carte.
achievement_30202_title;Nevica?
achievement_30203_desc;Ricicla 1.000 carte.
achievement_30203_title;Un bel falò
achievement_30204_desc;Ricicla 10.000 carte.
achievement_30204_title;Tanti piccoli coriandoli
achievement_30205_desc;Ricicla 100.000 carte.
achievement_30205_title;Certi uomini vogliono solo veder bruciare il mondo
achievement_30301_desc;Apri 10 barili.
achievement_30301_title;Wow wow!
achievement_30302_desc;Apri 50 barili.
achievement_30302_title;Carta più bella di belle!
achievement_30303_desc;Apri 200 barili.
achievement_30303_title;A umano piace, eh?
achievement_30304_desc;Apri 500 barili.
achievement_30304_title;Spacca! Spacca!
achievement_30305_desc;Apri 1.000 barili.
achievement_30305_title;Ti piace spacca-spacca, vero?
achievement_30401_desc;Trasforma una carta.
achievement_30401_title;Alchimista
achievement_30402_desc;Trasforma 10 carte.
achievement_30402_title;Incantamenti
achievement_30403_desc;Trasforma 50 carte.
achievement_30403_title;Acqua in vino
achievement_30404_desc;Trasforma 100 carte.
achievement_30404_title;Fategliela vedere!
achievement_40002_desc;Completa il mosaico Grado 30 in modalità Standard.
achievement_40002_title;Avatar mosaico: Povera Fanteria Fottuta
achievement_40003_desc;Completa il mosaico Grado 29 in modalità Standard.
achievement_40003_title;Avatar mosaico: Drowner
achievement_40004_desc;Completa il mosaico Grado 28 in modalità Standard.
achievement_40004_title;Avatar mosaico: Guerriero di Skellige
achievement_40005_desc;Completa il mosaico Grado 27 in modalità Standard.
achievement_40005_title;Avatar mosaico: Commando degli Scoia'tael
achievement_40006_desc;Completa il mosaico Grado 26 in modalità Standard.
achievement_40006_title;Avatar mosaico: Cavaliere nilfgaardiano
achievement_40007_desc;Completa il mosaico Grado 25 in modalità Standard.
achievement_40007_title;Avatar mosaico: Dandelion
achievement_40008_desc;Completa il mosaico Grado 24 in modalità Standard.
achievement_40008_title;Avatar mosaico: Priscilla
achievement_40009_desc;Completa il mosaico Grado 23 in modalità Standard.
achievement_40009_title;Avatar mosaico: Shani
achievement_40010_desc;Completa il mosaico Grado 22 in modalità Standard.
achievement_40010_title;Avatar mosaico: Barone Sanguinario
achievement_40011_desc;Completa il mosaico Grado 21 in modalità Standard.
achievement_40011_title;Avatar mosaico: Zoltan
achievement_40012_desc;Completa il mosaico Grado 20 in modalità Standard.
achievement_40012_title;Avatar mosaico: Lambert
