_inputshopbuymultiple;COMPRAR
achievement_20003_desc;Juega 25 partidas en línea en cualquier modo.
achievement_20003_title;Hemos venido a ganar
achievement_20004_desc;Juega 100 partidas en línea en cualquier modo.
achievement_20004_title;Joven comandante
achievement_20005_desc;Juega 500 partidas en línea en cualquier modo.
achievement_20005_title;Conquistador
achievement_20100_desc;Envía a tu rival un Buena partida.
achievement_20100_title;Buenos modales
achievement_20101_desc;Envía a tu rival un Buena partida 10 veces.
achievement_20101_title;Apretón de manos
achievement_20102_desc;Envía a tu rival un Buena partida 100 veces.
achievement_20102_title;Dechado de caballerosidad
achievement_20103_desc;Envía a tu rival un Buena partida 200 veces.
achievement_20103_title;Rival digno
achievement_20104_desc;Envía a tu rival un Buena partida 500 veces.
achievement_20104_title;No puedo parar
achievement_20105_desc;Envía a tu rival un Buena partida 1000 veces.
achievement_20105_title;Pasándolo en grande
achievement_20106_desc;Envía a tu rival un Buena partida 5000 veces.
achievement_20106_title;Levitando en éxtasis
achievement_20200_desc;Gana 100 partidas con la habilidad básica de cada facción.
achievement_20200_title;Polivalencia
achievement_20210_desc;Gana 100 partidas con cada habilidad básica de Monstruos.
achievement_20210_title;Pesadilla
achievement_20211_desc;Gana 100 partidas con la habilidad Caparazón.
achievement_20211_title;Maestría de Caparazón
achievement_20212_desc;Gana 100 partidas con la habilidad Enjambre de arachas.
achievement_20212_title;Maestría de Enjambre de arachas
achievement_20213_desc;Gana 100 partidas con la habilidad Fuerza de la naturaleza.
achievement_20213_title;Maestría de Fuerza de la naturaleza
achievement_20214_desc;Gana 100 partidas con la habilidad Frío Blanco.
achievement_20214_title;Maestría de Frío Blanco
achievement_20220_desc;Gana 100 partidas con cada habilidad básica de Nilfgaard.
achievement_20220_title;Emperador
achievement_20221_desc;Gana 100 partidas con la habilidad Encarcelamiento.
achievement_20221_title;Maestría de Encarcelamiento
achievement_20222_desc;Gana 100 partidas con la habilidad Bloqueo.
achievement_20222_title;Maestría de Bloqueo
achievement_20223_desc;Gana 100 partidas con la habilidad Formación imperial.
achievement_20223_title;Maestría de Formación imperial
achievement_20224_desc;Gana 100 partidas con la habilidad Decisión táctica.
achievement_20224_title;Maestría de Decisión táctica
achievement_20230_desc;Gana 100 partidas con cada habilidad básica de Reinos del Norte.
achievement_20230_title;Rey de reyes
achievement_20231_desc;Gana 100 partidas con la habilidad Fervor inspirador.
achievement_20231_title;Maestría de Fervor inspirador
achievement_20232_desc;Gana 100 partidas con la habilidad Muro de escudos.
achievement_20232_title;Maestría de Muro de escudos
achievement_20233_desc;Gana 100 partidas con la habilidad Movilización.
achievement_20233_title;Maestría de Movilización
achievement_20234_desc;Gana 100 partidas con la habilidad Acumulación.
achievement_20234_title;Maestría de Acumulación
achievement_20240_desc;Gana 100 partidas con cada habilidad básica de Scoia'tael.
achievement_20240_title;Guerrilla
achievement_20241_desc;Gana 100 partidas con la habilidad Ataque preciso.
achievement_20241_title;Maestría de Ataque preciso
achievement_20242_desc;Gana 100 partidas con la habilidad Tonificación.
achievement_20242_title;Maestría de Tonificación
achievement_20243_desc;Gana 100 partidas con la habilidad Don de la naturaleza.
achievement_20243_title;Maestría de Don de la naturaleza
achievement_20244_desc;Gana 100 partidas con la habilidad Tácticas de guerrilla.
achievement_20244_title;Maestría de Tácticas de guerrilla
achievement_20250_desc;Gana 100 partidas con cada habilidad básica de Skellige.
achievement_20250_title;Jarl
achievement_20251_desc;Gana 100 partidas con la habilidad Ráfaga imprudente.
achievement_20251_title;Maestría de Ráfaga imprudente
achievement_20252_desc;Gana 100 partidas con la habilidad Furia del mar.
achievement_20252_title;Maestría de Furia del mar
achievement_20253_desc;Gana 100 partidas con la habilidad Embestida.
achievement_20253_title;Maestría de Embestida
achievement_20254_desc;Gana 100 partidas con la habilidad Trance de batalla.
achievement_20254_title;Maestría de Trance de batalla
achievement_20260_desc;Gana 100 partidas con cada habilidad de Thronebreaker.
achievement_20260_title;Salvador de Lyria y Rivia
achievement_20261_desc;Gana 100 partidas con la habilidad Furia parricida.
achievement_20261_title;Maestría de Furia parricida
achievement_20262_desc;Gana 100 partidas con la habilidad Emboscada certera.
achievement_20262_title;Maestría de Emboscada certera
achievement_20263_desc;Gana 100 partidas con la habilidad Inspiración real.
achievement_20263_title;Maestría de Inspiración real
achievement_20264_desc;Gana 100 partidas con la habilidad Esclavitud.
achievement_20264_title;Maestría de Esclavitud
achievement_20265_desc;Gana 100 partidas con la habilidad Frutos de Ysgith.
achievement_20265_title;Maestría de Frutos de Ysgith
achievement_20270_desc;Gana 100 partidas con cada habilidad de Crimson Curse.
achievement_20270_title;Líder supremo carmesí
achievement_20271_desc;Gana 100 partidas con la habilidad Llamada de la armonía.
achievement_20271_title;Maestría de Llamada de la armonía
achievement_20272_desc;Gana 100 partidas con la habilidad Ritual osuno.
achievement_20272_title;Maestría de Ritual osuno
achievement_20273_desc;Gana 100 partidas con la habilidad Aroma a sangre.
achievement_20273_title;Maestría de Aroma a sangre
achievement_20274_desc;Gana 100 partidas con la habilidad Traición.
achievement_20274_title;Maestría de Traición
achievement_20275_desc;Gana 100 partidas con la habilidad Maniobra de tenaza.
achievement_20275_title;Maestría de Maniobra de tenaza
achievement_20280_desc;Gana 100 partidas con cada habilidad del Sindicato.
achievement_20280_title;Maestro de las sombras
achievement_20281_desc;Gana 100 partidas con la habilidad Congregación.
achievement_20281_title;Maestría de Congregación
achievement_20282_desc;Gana 100 partidas con la habilidad Cala del pirata.
achievement_20282_title;Maestría de Cala del pirata
achievement_20283_desc;Gana 100 partidas con la habilidad Bote.
achievement_20283_title;Maestría de Bote
achievement_20284_desc;Gana 100 partidas con la habilidad En negro.
achievement_20284_title;Maestría de En negro
achievement_20285_desc;Gana 100 partidas con la habilidad Dinero manchado.
achievement_20285_title;Maestría de Dinero manchado
achievement_20286_desc;Gana 100 partidas con la habilidad Llenarse los bolsillos.
achievement_20286_title;Maestría de Llenarse los bolsillos
achievement_20290_desc;Gana 100 partidas con cada habilidad del año del hombre rata.
achievement_20290_title;Hombre rata hereditario
achievement_20291_desc;Gana 100 partidas con la habilidad Hambre abrumadora.
achievement_20291_title;Maestría de Hambre abrumadora
achievement_20292_desc;Gana 100 partidas con la habilidad Impostor.
achievement_20292_title;Maestría de Impostor
achievement_20293_desc;Gana 100 partidas con la habilidad Alzamiento.
achievement_20293_title;Maestría de Alzamiento
achievement_20294_desc;Gana 100 partidas con la habilidad Forja de Mahakam.
achievement_20294_title;Maestría de Forja de Mahakam
achievement_20295_desc;Gana 100 partidas con la habilidad Momento de gloria.
achievement_20295_title;Maestría de Momento de gloria
achievement_20296_desc;Gana 100 partidas con la habilidad Alijo oculto.
achievement_20296_title;Maestría de Alijo oculto
achievement_20501_desc;Gana 25 partidas con una habilidad de Monstruos.
achievement_20501_title;Abandonando el nido
achievement_20502_desc;Gana 100 partidas con una habilidad de Monstruos.
achievement_20502_title;Monstruos S.L.
achievement_20503_desc;Gana 250 partidas con una habilidad de Monstruos.
achievement_20503_title;Baño de sangre
achievement_20504_desc;Gana 500 partidas con una habilidad de Monstruos.
achievement_20504_title;Sin escapatoria
achievement_20505_desc;Gana 1000 partidas con una habilidad de Monstruos.
achievement_20505_title;Cae la oscuridad
achievement_20511_desc;Gana 25 partidas con una habilidad de Nilfgaard.
achievement_20511_title;Guerra en el horizonte
achievement_20512_desc;Gana 100 partidas con una habilidad de Nilfgaard.
achievement_20512_title;¡Por la gloria del imperio!
achievement_20513_desc;Gana 250 partidas con una habilidad de Nilfgaard.
achievement_20513_title;Por quién sale el Gran Sol
achievement_20514_desc;Gana 500 partidas con una habilidad de Nilfgaard.
achievement_20514_title;Olor a victoria
achievement_20515_desc;Gana 1000 partidas con una habilidad de Nilfgaard.
achievement_20515_title;Rendición o muerte
achievement_20521_desc;Gana 25 partidas con una habilidad de Reinos del Norte.
achievement_20521_title;Pelapatatas
achievement_20522_desc;Gana 100 partidas con una habilidad de Reinos del Norte.
achievement_20522_title;Cuando era corneta
achievement_20523_desc;Gana 250 partidas con una habilidad de Reinos del Norte.
achievement_20523_title;Muerte al invasor
achievement_20524_desc;Gana 500 partidas con una habilidad de Reinos del Norte.
achievement_20524_title;La unión hace la fuerza
achievement_20525_desc;Gana 1000 partidas con una habilidad de Reinos del Norte.
achievement_20525_title;La gloria de la venganza
achievement_20531_desc;Gana 25 partidas con una habilidad de Scoia'tael
achievement_20531_title;¡Brokilon!
achievement_20532_desc;Gana 100 partidas con una habilidad de Scoia'tael.
achievement_20532_title;Guerrero en la sombra
achievement_20533_desc;Gana 250 partidas con una habilidad de Scoia'tael.
achievement_20533_title;Como una flecha
achievement_20534_desc;Gana 500 partidas con una habilidad de Scoia'tael.
achievement_20534_title;Asesinos silenciosos
achievement_20535_desc;Gana 1000 partidas con una habilidad de Scoia'tael.
achievement_20535_title;¡Es nuestra tierra!
achievement_20541_desc;Gana 25 partidas con una habilidad de Skellige.
achievement_20541_title;¡Tierra a la vista!
achievement_20542_desc;Gana 100 partidas con una habilidad de Skellige.
achievement_20542_title;Eres un hacha
achievement_20543_desc;Gana 250 partidas con una habilidad de Skellige.
achievement_20543_title;El señor de las moscas
achievement_20544_desc;Gana 500 partidas con una habilidad de Skellige.
achievement_20544_title;La tormenta perfecta
achievement_20545_desc;Gana 1000 partidas con una habilidad de Skellige.
achievement_20545_title;Por la gloria de Skellige
achievement_20551_desc;Gana 25 partidas con habilidades de Thronebreaker.
achievement_20551_title;Indigente
achievement_20552_desc;Gana 100 partidas con habilidades de Thronebreaker.
achievement_20552_title;Burgués
achievement_20553_desc;Gana 250 partidas con habilidades de Thronebreaker.
achievement_20553_title;Aristócrata
achievement_20554_desc;Gana 500 partidas con habilidades de Thronebreaker.
achievement_20554_title;Barón
achievement_20555_desc;Gana 1000 partidas con habilidades de Thronebreaker.
achievement_20555_title;Dueño y señor
achievement_20561_desc;Gana 25 partidas con habilidades de Crimson Curse.
achievement_20561_title;Iniciado carmesí
achievement_20562_desc;Gana 100 partidas con habilidades de Crimson Curse.
achievement_20562_title;Acólito carmesí
achievement_20563_desc;Gana 250 partidas con habilidades de Crimson Curse.
achievement_20563_title;Sectario carmesí
achievement_20564_desc;Gana 500 partidas con habilidades de Crimson Curse.
achievement_20564_title;Fanático carmesí
achievement_20565_desc;Gana 1000 partidas con habilidades de Crimson Curse.
achievement_20565_title;Anciano carmesí
achievement_20571_desc;Gana 25 partidas con una habilidad del Sindicato.
achievement_20571_title;Quiero y no puedo
achievement_20572_desc;Gana 100 partidas con una habilidad del Sindicato.
achievement_20572_title;Soldado de infantería
achievement_20573_desc;Gana 250 partidas con una habilidad del Sindicato.
achievement_20573_title;Recadero
achievement_20574_desc;Gana 500 partidas con una habilidad del Sindicato.
achievement_20574_title;Capo
achievement_20575_desc;Gana 1000 partidas con una habilidad del Sindicato.
achievement_20575_title;Jefe del crimen
achievement_20581_desc;Gana 25 partidas con habilidades del año del hombre rata.
achievement_20581_title;Luna nueva
achievement_20582_desc;Gana 100 partidas con habilidades del año del hombre rata.
achievement_20582_title;Luna creciente
achievement_20583_desc;Gana 250 partidas con habilidades del año del hombre rata.
