_inputshopbuymultiple;COMPRAR
achievement_20280_desc;Gana 100 partidas con cada habilidad del Sindicato
achievement_20280_title;Maestro de las sombras
achievement_20281_desc;Gana 100 partidas con la habilidad Congregación
achievement_20281_title;Maestro de la Congregación
achievement_20282_desc;Gana 100 partidas con la habilidad Caleta de los piratas
achievement_20282_title;Maestro de la Caleta de los piratas
achievement_20283_desc;Gana 100 partidas con la habilidad Bote
achievement_20283_title;Maestro del Bote
achievement_20284_desc;Gana 100 partidas con la habilidad Por debajo de la mesa
achievement_20284_title;Maestro Por debajo de la mesa
achievement_20285_desc;Gana 100 partidas con la habilidad Dinero manchado
achievement_20285_title;Maestro del Dinero manchado
achievement_20286_desc;Gana 100 partidas con la habilidad Llenarse los bolsillos
achievement_20286_title;Maestros de Llenarse los bolsillos
achievement_20290_desc;Gana 100 partidas con cada habilidad del Año del hombre rata.
achievement_20290_title;Hombre rata hereditario
achievement_20291_desc;Gana 100 partidas con la habilidad Hambre arrolladora.
achievement_20291_title;Maestro del Hambre arrolladora
achievement_20292_desc;Gana 100 partidas con la habilidad Impostor.
achievement_20292_title;Maestro Impostor
achievement_20293_desc;Gana 100 partidas con la habilidad Alzamiento.
achievement_20293_title;Maestro del Alzamiento
achievement_20294_desc;Gana 100 partidas con la habilidad Fragua de Mahakam.
achievement_20294_title;Maestro de la Fragua de Mahakam
achievement_20295_desc;Gana 100 partidas con la habilidad Llamarada de gloria.
achievement_20295_title;Maestro de la Llamarada de gloria
achievement_20296_desc;Gana 100 partidas con la habilidad Escondite secreto.
achievement_20296_title;Maestro del Escondite secreto
achievement_20501_desc;Gana 25 partidas con una habilidad de Monstruos
achievement_20501_title;Dejando el nido
achievement_20502_desc;Gana 100 partidas con una habilidad de Monstruos
achievement_20502_title;Monsters Inc.
achievement_20503_desc;Gana 250 partidas con una habilidad de Monstruos
achievement_20503_title;Baño de sangre
achievement_20504_desc;Gana 500 partidas con una habilidad de Monstruos
achievement_20504_title;No hay escapatoria
achievement_20505_desc;Gana 1000 partidas con una habilidad de Monstruos
achievement_20505_title;La oscuridad cae
achievement_20511_desc;Gana 25 partidas con una habilidad de Nilfgaard
achievement_20511_title;Guerra en el horizonte
achievement_20512_desc;Gana 100 partidas con una habilidad de Nilfgaard
achievement_20512_title;¡Por la gloria del imperio!
achievement_20513_desc;Gana 250 partidas con una habilidad de Nilfgaard
achievement_20513_title;El Gran Sol se levanta
achievement_20514_desc;Gana 500 partidas con una habilidad de Nilfgaard
achievement_20514_title;Huele a victoria
achievement_20515_desc;Gana 1000 partidas con una habilidad de Nilfgaard
achievement_20515_title;Ríndete o muere
achievement_20521_desc;Gana 25 partidas con una habilidad de los Reinos del Norte
achievement_20521_title;Pelapapas
achievement_20522_desc;Gana 100 partidas con una habilidad de los Reinos del Norte
achievement_20522_title;Reunión de estandartes
achievement_20523_desc;Gana 250 partidas con una habilidad de los Reinos del Norte
achievement_20523_title;Muerte a los invasores
achievement_20524_desc;Gana 500 partidas con una habilidad de los Reinos del Norte
achievement_20524_title;La unión hace la fuerza
achievement_20525_desc;Gana 1000 partidas con una habilidad de los Reinos del Norte
achievement_20525_title;La gloria en la venganza
achievement_20531_desc;Gana 25 partidas en cualquier modo de juego con una habilidad de Scoia'tael
achievement_20531_title;¡Brokilón!
achievement_20532_desc;Gana 100 partidas con una habilidad de Scoia'tael
achievement_20532_title;Guerrero sombrío
achievement_20533_desc;Gana 250 partidas con una habilidad de Scoia'tael
achievement_20533_title;Puntería certera
achievement_20534_desc;Gana 500 partidas con una habilidad de Scoia'tael
achievement_20534_title;Asesinos silenciosos
achievement_20535_desc;Gana 1000 partidas con una habilidad de Scoia'tael
achievement_20535_title;¿De quién es la tierra? ¡Nuestra!
achievement_20541_desc;Gana 25 partidas con una habilidad de Skellige
achievement_20541_title;¡Tierra a la vista!
achievement_20542_desc;Gana 100 partidas con una habilidad de Skellige
achievement_20542_title;Búscate un hacha
achievement_20543_desc;Gana 250 partidas con una habilidad de Skellige
achievement_20543_title;Señor de las moscas
achievement_20544_desc;Gana 500 partidas con una habilidad de Skellige
achievement_20544_title;¿A eso llamas una tormenta?
achievement_20545_desc;Gana 1000 partidas con una habilidad de Skellige
achievement_20545_title;¡Por la gloria de Skellige!
achievement_20551_desc;Gana 25 partidas con habilidades de Thronebreaker.
achievement_20551_title;Indigente
achievement_20552_desc;Gana 100 partidas con habilidades de Thronebreaker.
achievement_20552_title;Burgués
achievement_20553_desc;Gana 250 partidas con habilidades de Thronebreaker.
achievement_20553_title;Noble
achievement_20554_desc;Gana 500 partidas con habilidades de Thronebreaker.
achievement_20554_title;Barón
achievement_20555_desc;Gana 1000 partidas con habilidades de Thronebreaker.
achievement_20555_title;Amo de la casa
achievement_20561_desc;Gana 25 partidas con habilidades de Crimson Curse
achievement_20561_title;Iniciado carmesí
achievement_20562_desc;Gana 100 partidas con habilidades de Crimson Curse
achievement_20562_title;Acólito carmesí
achievement_20563_desc;Gana 250 partidas con habilidades de Crimson Curse
achievement_20563_title;Cultista carmesí
achievement_20564_desc;Gana 500 partidas con habilidades de Crimson Curse
achievement_20564_title;Fanático carmesí
achievement_20565_desc;Gana 1000 partidas con habilidades de Crimson Curse
achievement_20565_title;Anciano carmesí
achievement_20571_desc;Gana 25 partidas con una habilidad del Sindicato
achievement_20571_title;Aspirante
achievement_20572_desc;Gana 100 partidas con una habilidad del Sindicato
achievement_20572_title;Soldado
achievement_20573_desc;Gana 250 partidas con una habilidad del Sindicato
achievement_20573_title;Mensajero
achievement_20574_desc;Gana 500 partidas con una habilidad del Sindicato
achievement_20574_title;Capo
achievement_20575_desc;Gana 1000 partidas con una habilidad del Sindicato
achievement_20575_title;Jefe criminal
achievement_20581_desc;Gana 25 partidas con habilidades del Año del hombre rata.
achievement_20581_title;Nueva luna
achievement_20582_desc;Gana 100 partidas con habilidades del Año del hombre rata.
achievement_20582_title;Cuarto creciente
achievement_20583_desc;Gana 250 partidas con habilidades del Año del hombre rata.
achievement_20583_title;Primer cuarto
achievement_20584_desc;Gana 500 partidas con habilidades del Año del hombre rata.
achievement_20584_title;Gibosa creciente
achievement_20585_desc;Gana 1000 partidas con habilidades del Año del hombre rata.
achievement_20585_title;Luna llena
achievement_30001_desc;Obtén 200 cartas de la colección de juego base (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30001_title;Libro de recortes
achievement_30002_desc;Obtén 300 cartas de la colección de juego base (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30002_title;Smorgasbord
achievement_30003_desc;Obtén 400 cartas de la colección de juego base (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30003_title;Amazado
achievement_30004_desc;Obtén 500 cartas de la colección de juego base (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30004_title;Decoren los salones
achievement_30005_desc;Obtén todas las cartas de la colección de juego base (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30005_title;A completarlo todo
achievement_30011_desc;Obtén todas las cartas de la colección de juego base neutrales (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30011_title;Coleccionista de la base neutral
achievement_30012_desc;Obtén todas las cartas de la colección de juego base de monstruos (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30012_title;Coleccionista de la base monstruosa
achievement_30013_desc;Obtén todas las cartas de la colección de juego base de Nilfgaard (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30013_title;Coleccionista de la base de Nilfgaard
achievement_30014_desc;Obtén todas las cartas de la colección de juego base de los reinos del norte (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30014_title;Coleccionista de la base de los reinos del norte
achievement_30015_desc;Obtén todas las cartas de la colección de juego base Scoia'tael (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30015_title;Coleccionista de la base Scoia'tael
achievement_30016_desc;Obtén todas las cartas de la colección de juego base de Skellige (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30016_title;Coleccionista de la base de Skellige
achievement_30017_desc;Obtén todas las cartas de la colección de juego base doradas (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30017_title;Coleccionista de la base dorada
achievement_30019_desc;Obtén todas las cartas de la colección de juego base de bronce (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30019_title;Coleccionista de la base de bronce
achievement_30030_desc;Desbloquea tu primer adorno de líder del libro de recompensas
achievement_30030_title;Ganar con clase
achievement_30031_desc;Reúne estos adornos del árbol principal de Monstruos:
achievement_30031_title;Temblores
achievement_30032_desc;Reúne estos adornos del árbol principal de Nilfgaard:
achievement_30032_title;Nace un imperio
achievement_30033_desc;Reúne estos adornos del árbol principal de Reinos del Norte:
achievement_30033_title;Derecho divino de reyes
achievement_30034_desc;Reúne estos adornos del árbol principal de Scoia'tael:
achievement_30034_title;Somos la resistencia
achievement_30035_desc;Reúne estos adornos del árbol principal de Skellige:
achievement_30035_title;¡Que se unan los clanes!
achievement_30036_desc;Reúne estos adornos del árbol principal del Sindicato:
achievement_30036_title;Una oferta que no podemos rechazar
achievement_30051_desc;Colecciona todas las versiones del famoso brujo Geralt:
achievement_30051_title;Asesino a sueldo
achievement_30052_desc;Colecciona todas las cartas de los héroes principales de The Witcher 3: Wild Hunt:
achievement_30052_title;Los sospechosos de siempre
achievement_30053_desc;Colecciona todas las brujas de la ciénaga de Lomotorcido:
achievement_30053_title;Estofado extraño
achievement_30054_desc;Colecciona todas las cartas de los más altos mandos de la Cacería Salvaje:
achievement_30054_title;Cacería Salvaje
achievement_30055_desc;Colecciona todas las cartas mejor calibradas del juego:
achievement_30055_title;Tono perfecto
achievement_30056_desc;Colecciona todas estas cartas mágicas en el juego:
achievement_30056_title;La hora de la magia
achievement_30100_desc;Adquiere 1 carta premium del juego base.
achievement_30100_title;Joyas de la corona
achievement_30102_desc;Ten 50 cartas premium del juego base al mismo tiempo.
achievement_30102_title;Qué ostentoso
achievement_30103_desc;Ten 100 cartas premium del juego base al mismo tiempo.
achievement_30103_title;Humo y espejos
achievement_30104_desc;Ten 200 cartas premium del juego base al mismo tiempo.
achievement_30104_title;Por lo alto
achievement_30105_desc;Ten 300 cartas premium del juego base al mismo tiempo.
achievement_30105_title;Coleccionista de las finas artes
achievement_30106_desc;Ten 450 cartas premium del juego base al mismo tiempo.
achievement_30106_title;No son suficientes
achievement_30108_desc;Ten todas las cartas premium del juego base al mismo tiempo.
achievement_30108_title;El Dorado
achievement_30111_desc;Obtén todas las cartas de la colección de juego base premium neutrales (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30111_title;Coleccionista de la base premium neutral
achievement_30112_desc;Obtén todas las cartas de la colección de juego base premium de monstruos (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30112_title;Coleccionista de la base premium monstruosa
achievement_30113_desc;Obtén todas las cartas de la colección de juego base premium de Nilfgaard (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30113_title;Coleccionista de la base premium de Nilfgaard
achievement_30114_desc;Obtén todas las cartas de la colección de juego base premium de los reinos del norte (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30114_title;Coleccionista de la base premium de los reinos del norte
achievement_30115_desc;Obtén todas las cartas de la colección de juego base premium Scoia'tael (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30115_title;Coleccionista de la base premium Scoia'tael
achievement_30116_desc;Obtén todas las cartas de la colección de juego base premium de Skellige (los duplicados que no se pueden poner en el mazo no cuentan).
achievement_30116_title;Coleccionista de la base premium de Skellige
