_inputshopbuymultiple;KAUFEN
achievement_12060_desc;Spiele 1 Partie mit der Fraktion Nilfgaard während der Geburtstagsfeier
achievement_12060_title;Nilfgaard-Feier!
achievement_12061_desc;Spiele 3 Partien mit der Fraktion Nilfgaard während der Geburtstagsfeier
achievement_12061_title;Warum auch nicht?
achievement_12062_desc;Spiele 5 Partien mit der Fraktion Nilfgaard während der Geburtstagsfeier
achievement_12062_title;Heut Nacht sind wir wieder jung
achievement_12064_desc;Spiele 1 Partie mit der Fraktion Scoia'tael während der Geburtstagsfeier
achievement_12064_title;Scoia'tael-Feier!
achievement_12065_desc;Spiele 3 Partien mit der Fraktion Scoia'tael während der Geburtstagsfeier
achievement_12065_title;Trinken wir
achievement_12066_desc;Spiele 5 Partien mit der Fraktion Scoia'tael während der Geburtstagsfeier
achievement_12066_title;Gemeinsam stärker
achievement_12068_desc;Spiele 1 Partie mit der Fraktion Skellige während der Geburtstagsfeier
achievement_12068_title;Skellige-Feier!
achievement_12069_desc;Spiele 3 Partien mit der Fraktion Skellige während der Geburtstagsfeier
achievement_12069_title;Die Nacht gehört dir
achievement_12070_desc;Spiele 5 Partien mit der Fraktion Skellige während der Geburtstagsfeier
achievement_12070_title;Feiern auf See
achievement_12072_desc;Spiele 1 Partie mit der Fraktion Nördliche Königreiche während der Geburtstagsfeier
achievement_12072_title;Nördliche-Königreiche-Feier!
achievement_12073_desc;Spiele 3 Partien mit der Fraktion Nördliche Königreiche während der Geburtstagsfeier
achievement_12073_title;Namen sind Schall und Rauch
achievement_12074_desc;Spiele 5 Partien mit der Fraktion Nördliche Königreiche während der Geburtstagsfeier
achievement_12074_title;Essen gut, alles gut
achievement_12076_desc;Spiele 1 Partie mit der Fraktion Syndikat während der Geburtstagsfeier
achievement_12076_title;Syndikatsfeier!
achievement_12077_desc;Spiele 3 Partien mit der Fraktion Syndikat während der Geburtstagsfeier
achievement_12077_title;Formel für Freude
achievement_12078_desc;Spiele 5 Partien mit der Fraktion Syndikat während der Geburtstagsfeier
achievement_12078_title;Zusammengebraute Unterhaltung
achievement_12080_desc;Gewinne 3 Draft-Partien während der Geburtstagsfeier
achievement_12080_title;Nichts Gutes im Schilde führen
achievement_12081_desc;Gewinne 5 Draft-Partien während der Geburtstagsfeier
achievement_12081_title;Das Ziel im Blick
achievement_12083_desc;Öffne 1 Fass während der Geburtstagsfeier
achievement_12084_desc;Öffne 3 Fässer während der Geburtstagsfeier
achievement_12085_desc;Öffne 6 Fässer während der Geburtstagsfeier
achievement_12086_desc;Öffne 10 Fässer während der Geburtstagsfeier
achievement_12088_desc;Sende ein "GG" (Gutes Spiel) während der Geburtstagsfeier
achievement_12089_desc;Sende 3-mal ein "GG" (Gutes Spiel) während der Geburtstagsfeier
achievement_12090_desc;Sende 6-mal ein "GG" (Gutes Spiel) während der Geburtstagsfeier
achievement_12091_desc;Sende 10-mal ein "GG" (Gutes Spiel) während der Geburtstagsfeier
achievement_12100_desc;Gewinne 30 Partien mit ausgerüsteter Kartenrückseite "Herzog der Hunde".
achievement_12100_title;Erbe der Familie Brossard
achievement_12102_desc;Gewinne 1 Partie mit ausgerüstetem Meve-Skin "Reisende".
achievement_12102_title;Flucht nach Aedirn
achievement_12103_desc;Gewinne 15 Partien mit ausgerüstetem Meve-Skin "Reisende".
achievement_12103_title;Verbündete in den Bergen
achievement_12104_desc;Gewinne 50 Partien mit ausgerüstetem Meve-Skin "Reisende".
achievement_12104_title;Feldzug in Angren
achievement_12106_desc;Gewinne 1 Partie mit ausgerüstetem Spielbrett "Rivien".
achievement_12106_title;Den Sieg apportiert
achievement_12107_desc;Gewinne 15 Partien mit ausgerüstetem Spielbrett "Rivien".
achievement_12107_title;Der richtige Riecher im Kampf
achievement_12108_desc;Gewinne 50 Partien mit ausgerüstetem Spielbrett "Rivien".
achievement_12108_title;Wer ist ein braver Junge? Ja, das bist du!
achievement_13005_desc;Gewinne 10 Partien mit dem Shøp-Skin
achievement_13005_title;So hübsch!
achievement_20001_desc;Spiele in jedem Modus 1 Onlinespiel.
achievement_20001_title;Probier mal, haben sie gesagt
achievement_20002_desc;Spiele in jedem Modus 5 Onlinespiele.
achievement_20002_title;Ganz und gar
achievement_20003_desc;Spiele in jedem Modus 25 Onlinespiele.
achievement_20003_title;Dabei, um zu siegen
achievement_20004_desc;Spiele in jedem Modus 100 Onlinespiele.
achievement_20004_title;Junger Kommandant
achievement_20005_desc;Spiele in jedem Modus 500 Onlinespiele.
achievement_20005_title;Eroberer
achievement_20100_desc;Sende deinem Gegner ein GG.
achievement_20100_title;Tischmanieren
achievement_20101_desc;Sende 10-mal deinem Gegner ein GG.
achievement_20101_title;Händeschütteln
achievement_20102_desc;Sende 100-mal deinem Gegner ein GG.
achievement_20102_title;Modellsportler
achievement_20103_desc;Sende 200-mal deinem Gegner ein GG.
achievement_20103_title;Würdiger Gegner
achievement_20104_desc;Sende 500-mal deinem Gegner ein GG.
achievement_20104_title;Haltet mich nicht auf
achievement_20105_desc;Sende 1.000-mal deinem Gegner ein GG.
achievement_20105_title;Was für tolle Zeiten
achievement_20106_desc;Sende 5.000-mal deinem Gegner ein GG.
achievement_20106_title;Schweben in Extase
achievement_20200_desc;Gewinne 100 Partien mit der Basisfähigkeit jeder Fraktion.
achievement_20200_title;Stets ein Ass im Ärmel
achievement_20210_desc;Gewinne 100 Partien mit der Basisfähigkeit jedes Monsters.
achievement_20210_title;Albtraum
achievement_20211_desc;Gewinne 100 Partien mit der Panzer-Fähigkeit.
achievement_20211_title;Panzer-Beherrschung
achievement_20212_desc;Gewinne 100 Partien mit der Krabbspinnenschar-Fähigkeit.
achievement_20212_title;Krabbspinnenschar-Beherrschung
achievement_20213_desc;Gewinne 100 Partien mit der Naturgewalt-Fähigkeit.
achievement_20213_title;Naturgewalt-Beherrschung
achievement_20214_desc;Gewinne 100 Partien mit der Fähigkeit "Weiße Kälte".
achievement_20214_title;Weiße Kälte-Beherrschung
achievement_20220_desc;Gewinne 100 Partien mit jeder Nilfgaard-Basisfähigkeit.
achievement_20220_title;Der Kaiser
achievement_20221_desc;Gewinne 100 Partien mit der Fähigkeit "Gefangenschaft".
achievement_20221_title;Gefangenschaft-Beherrschung
achievement_20222_desc;Gewinne 100 Partien mit der Fähigkeit Toussaints Gastfreundschaft.
achievement_20222_title;Toussaints Gastfreundschaft-Beherrschung
achievement_20223_desc;Gewinne 100 Partien mit der Kaiserliche Formation-Fähigkeit.
achievement_20223_title;Kaiserliche Formation-Beherrschung
achievement_20224_desc;Gewinne 100 Partien mit der Taktische Entscheidung-Fähigkeit.
achievement_20224_title;Taktische Entscheidung-Beherrschung
achievement_20230_desc;Gewinne 100 Partien mit jeder Nördliche Königreiche-Basisfähigkeit.
achievement_20230_title;König der Könige
achievement_20231_desc;Gewinne 100 Partien mit der Angefeuerter Eifer-Fähigkeit.
achievement_20231_title;Angefeuerter Eifer-Beherrschung
achievement_20232_desc;Gewinne 100 Partien mit der Fähigkeit "Schildwall".
achievement_20232_title;Schildwall-Beherrschung
achievement_20233_desc;Gewinne 100 Partien mit der Mobilisierung-Fähigkeit.
achievement_20233_title;Mobilisierung-Beherrschung
achievement_20234_desc;Gewinne 100 Partien mit der Vorräte-Fähigkeit.
achievement_20234_title;Vorräte-Beherrschung
achievement_20240_desc;Gewinne 100 Partien mit jeder Scoia'tael-Basisfähigkeit.
achievement_20240_title;Die Guerilla
achievement_20241_desc;Gewinne 100 Partien mit der Präzisionsschlag-Fähigkeit.
achievement_20241_title;Präzisionsschlag-Beherrschung
achievement_20242_desc;Gewinne 100 Partien mit der Kräftigen-Fähigkeit.
achievement_20242_title;Kräftigen-Beherrschung
achievement_20243_desc;Gewinne 100 Partien mit der Fähigkeit "Gabe der Natur".
achievement_20243_title;Gabe der Natur-Beherrschung
achievement_20244_desc;Gewinne 100 Partien mit der Guerillataktiken-Fähigkeit.
achievement_20244_title;Guerillataktiken-Beherrschung
achievement_20250_desc;Gewinne 100 Partien mit jeder Skellige-Basisfähigkeit.
achievement_20250_title;Der Jarl
achievement_20251_desc;Gewinne 100 Partien mit der Waghalsige Raserei-Fähigkeit.
achievement_20251_title;Waghalsige Raserei-Beherrschung
achievement_20252_desc;Gewinne 100 Partien mit der Fähigkeit "Zorn des Meeres".
achievement_20252_title;Zorn des Meeres-Beherrschung
achievement_20253_desc;Gewinne 100 Partien mit der Ansturm-Fähigkeit.
achievement_20253_title;Ansturm-Beherrschung
achievement_20254_desc;Gewinne 100 Partien mit der Fähigkeit "Kampfekstase".
achievement_20254_title;Kampfekstase-Beherrschung
achievement_20260_desc;Gewinne 100 Partien mit jeder Thronebreaker-Basisfähigkeit.
achievement_20260_title;Retter von Lyrien und Rivien
achievement_20261_desc;Gewinne 100 Partien mit der Vatermordende Raserei-Fähigkeit.
achievement_20261_title;Vatermordende Raserei-Beherrschung
achievement_20262_desc;Gewinne 100 Partien mit der Scharfschützenhinterhalt-Fähigkeit.
achievement_20262_title;Scharfschützenhinterhalt-Beherrschung
achievement_20263_desc;Gewinne 100 Partien mit der Königliche Inspiration-Fähigkeit.
achievement_20263_title;Königliche Inspiration-Beherrschung
achievement_20264_desc;Gewinne 100 Partien mit der Versklaven-Fähigkeit.
achievement_20264_title;Versklaven-Beherrschung
achievement_20265_desc;Gewinne 100 Partien mit der Früchte Ysgiths-Fähigkeit.
achievement_20265_title;Früchte Ysgiths-Beherrschung
achievement_20270_desc;Gewinne 100 Partien mit jeder Crimson Curse-Basisfähigkeit.
achievement_20270_title;Roter Lehnsherr
achievement_20271_desc;Gewinne 100 Partien mit der Ruf der Harmonie-Fähigkeit.
achievement_20271_title;Ruf der Harmonie-Beherrschung
achievement_20272_desc;Gewinne 100 Partien mit der Bärenritual-Fähigkeit.
achievement_20272_title;Bärenritual-Beherrschung
achievement_20273_desc;Gewinne 100 Partien mit der Blutspur-Fähigkeit.
achievement_20273_title;Blutspur-Beherrschung
achievement_20274_desc;Gewinne 100 Partien mit der Doppeltes Spiel-Fähigkeit.
achievement_20274_title;Doppeltes Spiel-Beherrschung
achievement_20275_desc;Gewinne 100 Partien mit der Zangenmanöver-Fähigkeit.
achievement_20275_title;Zangenmanöver-Beherrschung
achievement_20280_desc;Gewinne 100 Partien mit jeder Fähigkeit des Syndikats.
achievement_20280_title;Meister der Schatten
achievement_20281_desc;Gewinne 100 Partien mit der Zusammenkommen-Fähigkeit.
achievement_20281_title;Zusammenkommen-Beherrschung
achievement_20282_desc;Gewinne 100 Partien mit der Fähigkeit "Piratenbucht".
achievement_20282_title;Piratenbucht-Beherrschung
achievement_20283_desc;Gewinne 100 Partien mit der Jackpot-Fähigkeit.
achievement_20283_title;Jackpot-Beherrschung
achievement_20284_desc;Gewinne 100 Partien mit der Unter der Hand-Fähigkeit.
achievement_20284_title;Unter der Hand-Beherrschung
achievement_20285_desc;Gewinne 100 Partien mit der Blutgeld-Fähigkeit.
achievement_20285_title;Blutgeld-Beherrschung
achievement_20286_desc;Gewinne 100 Partien mit der Vollgestopfte Taschen-Fähigkeit.
achievement_20286_title;Vollgestopfte Taschen-Beherrschung
achievement_20290_desc;Gewinne 100 Partien mit jeder Fähigkeit des Jahrs der Werratte.
achievement_20290_title;Werratte seit Geburt
achievement_20291_desc;Gewinne 100 Partien mit der Fähigkeit "Unermesslicher Hunger".
achievement_20291_title;Unermesslicher Hunger-Beherrschung
achievement_20292_desc;Gewinne 100 Partien mit der Fähigkeit "Betrüger".
achievement_20292_title;Betrüger-Beherrschung
achievement_20293_desc;Gewinne 100 Partien mit der Fähigkeit "Aufruhr".
achievement_20293_title;Aufruhr-Beherrschung
achievement_20294_desc;Gewinne 100 Partien mit der Fähigkeit "Mahakamer Schmiede".
achievement_20294_title;Mahakamer Schmiede-Beherrschung
achievement_20295_desc;Gewinne 100 Partien mit der Fähigkeit "Ruhmesglanz".
achievement_20295_title;Ruhmesglanz-Beherrschung
achievement_20296_desc;Gewinne 100 Partien mit der Fähigkeit "Geheimversteck".
achievement_20296_title;Geheimversteck-Beherrschung
achievement_20501_desc;Gewinne 25 Partien mit einer Monster-Fähigkeit.
achievement_20501_title;Nestflucht
achievement_20502_desc;Gewinne 100 Partien mit einer Monster-Fähigkeit.
achievement_20502_title;Monster AG
achievement_20503_desc;Gewinne 250 Partien mit einer Monster-Fähigkeit.
achievement_20503_title;Blutbad
achievement_20504_desc;Gewinne 500 Partien mit einer Monster-Fähigkeit.
achievement_20504_title;Kein Entkommen
achievement_20505_desc;Gewinne 1.000 Partien mit einer Monster-Fähigkeit.
achievement_20505_title;Es wird dunkel
achievement_20511_desc;Gewinne 25 Partien mit einer Nilfgaard-Fähigkeit.
achievement_20511_title;Krieg am Horizont
achievement_20512_desc;Gewinne 100 Partien mit einer Nilfgaard-Fähigkeit.
achievement_20512_title;Für den Ruhm des Kaiserreichs!
achievement_20513_desc;Gewinne 250 Partien mit einer Nilfgaard-Fähigkeit.
achievement_20513_title;Auch die Große Sonne geht auf
achievement_20514_desc;Gewinne 500 Partien mit einer Nilfgaard-Fähigkeit.
achievement_20514_title;Der Geruch des Sieges
achievement_20515_desc;Gewinne 1.000 Partien mit einer Nilfgaard-Fähigkeit.
achievement_20515_title;Unterwerfung oder Tod
achievement_20521_desc;Gewinne 25 Partien mit einer Nördliche Königreiche-Fähigkeit.
achievement_20521_title;Kartoffelschäler
achievement_20522_desc;Gewinne 100 Partien mit einer Nördliche Königreiche-Fähigkeit.
achievement_20522_title;Zu den Fahnen
achievement_20523_desc;Gewinne 250 Partien mit einer Nördliche Königreiche-Fähigkeit.
achievement_20523_title;Tod den Eindringlingen
achievement_20524_desc;Gewinne 500 Partien mit einer Nördliche Königreiche-Fähigkeit.
achievement_20524_title;Stärke durch Einheit
achievement_20525_desc;Gewinne 1.000 Partien mit einer Nördliche Königreiche-Fähigkeit.
achievement_20525_title;Ruhm der Rache
achievement_20531_desc;Gewinne 25 Partien mit einer Scoia'tael-Fähigkeit
achievement_20531_title;Brokilon!
achievement_20532_desc;Gewinne 100 Partien mit einer Scoia'tael-Fähigkeit.
achievement_20532_title;Schattenkrieger
achievement_20533_desc;Gewinne 250 Partien mit einer Scoia'tael-Fähigkeit.
achievement_20533_title;Wahres Ziel
achievement_20534_desc;Gewinne 500 Partien mit einer Scoia'tael-Fähigkeit.
achievement_20534_title;Stille Meuchelmörder
achievement_20535_desc;Gewinne 1.000 Partien mit einer Scoia'tael-Fähigkeit.
achievement_20535_title;Wessen Land? Unser Land!
achievement_20541_desc;Gewinne 25 Partien mit einer Skellige-Fähigkeit.
achievement_20541_title;Land ahoi!
achievement_20542_desc;Gewinne 100 Partien mit einer Skellige-Fähigkeit.
achievement_20542_title;Her mit der Axt
achievement_20543_desc;Gewinne 250 Partien mit einer Skellige-Fähigkeit.
achievement_20543_title;Herr der Fliegen
achievement_20544_desc;Gewinne 500 Partien mit einer Skellige-Fähigkeit.
achievement_20544_title;Das nennst du einen Sturm?
achievement_20545_desc;Gewinne 1.000 Partien mit einer Skellige-Fähigkeit.
achievement_20545_title;Für Skelliges Ruhm
achievement_20551_desc;Gewinne 25 Partien mit Thronebreaker-Fähigkeiten.
achievement_20551_title;Habenichts
achievement_20552_desc;Gewinne 100 Partien mit Thronebreaker-Fähigkeiten.
achievement_20552_title;Bürger
achievement_20553_desc;Gewinne 250 Partien mit Thronebreaker-Fähigkeiten.
