achievement_20100_desc;Envie um boa partida a um oponente.
achievement_20100_title;Modos à mesa
achievement_20101_desc;Envie boa partida 10 vezes a um oponente.
achievement_20101_title;Cumprimento
achievement_20102_desc;Envie boa partida 100 vezes a um oponente.
achievement_20102_title;Esportista modelo
achievement_20103_desc;Envie boa partida 200 vezes a um oponente.
achievement_20103_title;Oponente digno
achievement_20104_desc;Envie boa partida 500 vezes a um oponente.
achievement_20104_title;Não me detenha agora
achievement_20105_desc;Envie boa partida 1.000 vezes a um oponente.
achievement_20105_title;Mais pura curtição
achievement_20106_desc;Envie boa partida 5.000 vezes a um oponente.
achievement_20106_title;Flutuando em êxtase
achievement_20200_desc;Ganhe 100 partidas com a habilidade básica de cada facção.
achievement_20200_title;Pau pra toda obra
achievement_20210_desc;Ganhe 100 partidas com a habilidade básica de cada monstro.
achievement_20210_title;Pesadelo
achievement_20211_desc;Ganhe 100 partidas com a habilidade Carapaça.
achievement_20211_title;Maestria de Carapaça
achievement_20212_desc;ganhe 100 partidas com a habilidade Enxame de Aracnas.
achievement_20212_title;Maestria de Enxame de Aracnas
achievement_20213_desc;Ganhe 100 habilidades com a habilidade Força da Natureza.
achievement_20213_title;Maestria de Força da Natureza
achievement_20214_desc;Ganhe 100 partidas com a habilidade Gelo Branco.
achievement_20214_title;Maestria do Gelo Branco
achievement_20220_desc;Ganhe 100 partidas com cada habilidade básica de Nilfgaard.
achievement_20220_title;O Imperador
achievement_20221_desc;Ganhe 100 partidas com a habilidade Aprisionamento
achievement_20221_title;Maestria do Aprisionamento
achievement_20222_desc;Vença 100 partidas com a habilidade da Hospitalidade dos Toussaintistas.
achievement_20222_title;Domínio da Hospitalidade dos Toussaintistas
achievement_20223_desc;Ganhe 100 partidas com a habilidade Formação Imperial
achievement_20223_title;Maestria de Formação Imperial
achievement_20224_desc;Ganhe 100 partidas com a habilidade Decisão Técnica.
achievement_20224_title;Maestria de Decisão Tática
achievement_20230_desc;Ganhe 100 partidas com cada habilidade básica dos Reinos do Norte.
achievement_20230_title;Rei dos Reis
achievement_20231_desc;Ganhe 100 partidas com a habilidade Zelo Inspirado.
achievement_20231_title;Maestria de Zelo Inspirado
achievement_20232_desc;Ganhe 100 partidas com a habilidade Muralha de Escudos.
achievement_20232_title;Mestria de Muralha de Escudos
achievement_20233_desc;Ganhe 100 partidas com a habilidade Mobilização.
achievement_20233_title;Maestria de Mobilização
achievement_20234_desc;Ganhe 100 partidas com a habilidade Estoque.
achievement_20234_title;Maestria de Estoque
achievement_20240_desc;Ganhe 100 partidas com cada habilidade básica de Scoia'tael.
achievement_20240_title;A guerrilha
achievement_20241_desc;Ganhe 100 partidas com a habilidade Golpe de Precisão.
achievement_20241_title;Maestria de Golpe de Precisão
achievement_20242_desc;Ganhe 100 partidas com a habilidade Revigorar.
achievement_20242_title;Maestria de Revigorar
achievement_20243_desc;Ganhe 100 partidas com a habilidade Dom Natural
achievement_20243_title;Maestria do Dom Natural
achievement_20244_desc;Ganhe 100 partidas com a habilidade Tática de Guerrilha
achievement_20244_title;Maestria de Tática de Guerrilha
achievement_20250_desc;Ganhe 100 partidas com cada habilidade básica de Skellige.
achievement_20250_title;O burgomestre
achievement_20251_desc;Ganhe 100 partidas com a habilidade Turbilhão Implacável.
achievement_20251_title;Maestria de Turbilhão Implacável.
achievement_20252_desc;Ganhe 100 partidas com a habilidade Fúria do Mar
achievement_20252_title;Maestria da Fúria do Mar
achievement_20253_desc;Ganhe 100 partidas com a habilidade Chacina.
achievement_20253_title;Maestria de Chacina
achievement_20254_desc;Ganhe 100 partidas com a habilidade Postura de Batalha
achievement_20254_title;Maestria de Postura de Batalha
achievement_20260_desc;Ganhe 100 partidas com cada habilidade de Thronebreaker.
achievement_20260_title;Salvador de Lyria e Rívia
achievement_20261_desc;Ganhe 100 partidas com a habilidade Fúria do Patricídio.
achievement_20261_title;Maestria de Fúria do Patricídio
achievement_20262_desc;Ganhe 100 partidas com habilidade Emboscada Letal.
achievement_20262_title;Maestria de Emboscada Letal
achievement_20263_desc;Ganhe 100 partidas com a habilidade Inspiração Real.
achievement_20263_title;Maestria de Inspiração Real
achievement_20264_desc;Ganhe 100 partidas com a habilidade Escravizar.
achievement_20264_title;Maestria de Escravização
achievement_20265_desc;Ganhe 100 partidas com a habilidade Frutos de Ysgith.
achievement_20265_title;Maestria de Frutos de Ysgith
achievement_20270_desc;Ganhe 100 partidas com cada habilidade de Crimson Curse.
achievement_20270_title;Soberano Carmesim
achievement_20271_desc;Ganhe 100 partidas com a habilidade Chamado da Harmonia.
achievement_20271_title;Maestria de Chamado da Harmonia
achievement_20272_desc;Ganhe 100 partidas com a habilidade Ritual de Ursídeo.
achievement_20272_title;Maestria de Ritual de Ursídeo
achievement_20273_desc;Ganhe 100 partidas com a habilidade Cheiro de Sangue.
achievement_20273_title;Maestria de Cheiro de Sangue
achievement_20274_desc;Ganhe 100 partidas com a habilidade Falcatrua.
achievement_20274_title;Maestria de Falcatrua
achievement_20275_desc;Ganhe 100 partidas com a habilidade Envolvimento Duplo.
achievement_20275_title;Maestria de Envolvimento Duplo
achievement_20280_desc;Ganhe 100 partidas com cada uma das habilidades do Sindicato
achievement_20280_title;Mestre das Sombras
achievement_20281_desc;Ganhe 100 partidas com a habilidade Congregar.
achievement_20281_title;Maestria de Congregar
achievement_20282_desc;Ganhe 100 partidas com a habilidade Angra dos Piratas
achievement_20282_title;Maestria da Angra dos Piratas
achievement_20283_desc;Ganhe 100 partidas com a habilidade Bolada.
achievement_20283_title;Maestria de Bolada
achievement_20284_desc;Ganhe 100 partidas com a habilidade Surdina.
achievement_20284_title;Maestria de Surdina
achievement_20285_desc;Ganhe 100 partidas com a habilidade Dinheiro Sujo.
achievement_20285_title;Maestria de Dinheiro Sujo
achievement_20286_desc;Ganhe 100 partidas com a habilidade Bolso Fundo.
achievement_20286_title;Maestria de Bolso Fundo
achievement_20290_desc;Ganhe 100 partidas com cada habilidade do Ano do Homem-rato
achievement_20290_title;Homem-rato hereditário
achievement_20291_desc;Ganhe 100 partidas com a habilidade Fome Opressora
achievement_20291_title;Maestria de Fome Opressora
achievement_20292_desc;Ganhe 100 partidas com a habilidade Impostor
achievement_20292_title;Maestria de Impostor
achievement_20293_desc;Ganhe 100 partidas com a habilidade Revolta
achievement_20293_title;Maestria de Revolta
achievement_20294_desc;Ganhe 10 partidas com a habilidade Forjad e Mahakam
achievement_20294_title;Maestria de Forja de Mahakam
achievement_20295_desc;Ganhe 100 partidas com a habilidade Chama da Glória
achievement_20295_title;Maestria de Chama da Glória
achievement_20296_desc;Ganhe 100 partidas com a habilidade Esconderijo Secreto
achievement_20296_title;Maestria de Esconderijo Secreto
achievement_20501_desc;Ganhe 25 partidas com uma habilidade dos Monstros
achievement_20501_title;Saindo do ninho
achievement_20502_desc;Ganhe 100 partidas com uma habilidade dos Monstros
achievement_20502_title;Monstros, S.A.
achievement_20503_desc;Ganhe 250 partidas com uma habilidade dos Monstros
achievement_20503_title;Banho de sangue
achievement_20504_desc;Ganhe 500 partidas com uma habilidade dos Monstros
achievement_20504_title;Sem saída
achievement_20505_desc;Ganhe 1.000 partidas com uma habilidade dos Monstros
achievement_20505_title;O cair da escuridão
achievement_20511_desc;Ganhe 25 partidas com uma habilidade de Nilfgaard
achievement_20511_title;Guerra no horizonte
achievement_20512_desc;Ganhe 100 partidas com uma habilidade de Nilfgaard
achievement_20512_title;Pela glória do império!
achievement_20513_desc;Ganhe 250 partidas com uma habilidade de Nilfgaard
achievement_20513_title;O Grande Sol também se ergue
achievement_20514_desc;Ganhe 500 partidas com uma habilidade de Nilfgaard
achievement_20514_title;Cheiro de vitória
achievement_20515_desc;Ganhe 1.000 partidas com uma habilidade de Nilfgaard
achievement_20515_title;Renda-se ou morra
achievement_20521_desc;Ganhe 25 partidas com uma habilidade dos Reinos do Norte
achievement_20521_title;Descascador de batatas
achievement_20522_desc;Ganhe 100 partidas com uma habilidade dos Reinos do Norte
achievement_20522_title;Agrupem as bandeiras
achievement_20523_desc;Ganhe 250 partidas com uma habilidade dos Reinos do Norte
achievement_20523_title;Morte a invasores
achievement_20524_desc;Ganhe 500 partidas com uma habilidade dos Reinos do Norte
achievement_20524_title;A união faz a força
achievement_20525_desc;Ganhe 1.000 partidas com uma habilidade dos Reinos do Norte
achievement_20525_title;Glória na vingança
achievement_20531_desc;Ganhe 25 partidas com uma habilidade de Scoia'tael
achievement_20531_title;Brokilon!
achievement_20532_desc;Ganhe 100 partidas com uma habilidade de Scoia'tael.
achievement_20532_title;Guerreiro das sombras
achievement_20533_desc;Ganhe 250 partidas com uma habilidade de Scoia'tael.
achievement_20533_title;Mira certeira
achievement_20534_desc;Ganhe 500 partidas com uma habilidade de Scoia'tael.
achievement_20534_title;Assassinos silenciosos
achievement_20535_desc;Ganhe 1.000 partidas com uma habilidade de Scoia'tael.
achievement_20535_title;Terra de quem? Nossa!
achievement_20541_desc;Ganhe 25 partidas com uma habilidade de Skellige.
achievement_20541_title;Terra à vista!
achievement_20542_desc;Ganhe 100 partidas com uma habilidade de Skellige.
achievement_20542_title;Vá arranjar um machado
achievement_20543_desc;Ganhe 250 partidas com uma habilidade de Skellige.
achievement_20543_title;O senhor das moscas
achievement_20544_desc;Ganhe 500 partidas com uma habilidade de Skellige.
achievement_20544_title;Chama isso de tempestade?
achievement_20545_desc;Ganhe 1.000 partidas com uma habilidade de Skellige.
achievement_20545_title;Pela glória de Skellige
achievement_20551_desc;Ganhe 25 com habilidades de Thronebreaker.
achievement_20551_title;Pobre
achievement_20552_desc;Ganhe 100 partidas com habilidades de Thronebreaker.
achievement_20552_title;Burguês
achievement_20553_desc;Ganhe 250 partidas com habilidades de Thronebreaker.
achievement_20553_title;Nobre
achievement_20554_desc;Ganhe 500 partidas com habilidades de Thronebreaker.
achievement_20554_title;Barão
achievement_20555_desc;Ganhe 1.000 partidas com habilidades de Thronebreaker.
achievement_20555_title;Lorde do Solar
achievement_20561_desc;Ganhe 25 partidas com habilidades de Crimson Curse.
achievement_20561_title;Iniciante Carmesim
achievement_20562_desc;Ganhe 100 partidas com habilidades de Crimson Curse.
achievement_20562_title;Acólito Carmesim
achievement_20563_desc;Ganhe 250 partidas com habilidades de Crimson Curse.
achievement_20563_title;Cultista Carmesim
achievement_20564_desc;Ganhe 500 partidas com habilidades de Crimson Curse.
achievement_20564_title;Zelote Carmesim
achievement_20565_desc;Ganhe 1.000 partidas com habilidades de Crimson Curse.
achievement_20565_title;Ancião Carmesim
achievement_20571_desc;Ganhe 25 partidas com uma habilidade do Sindicato.
achievement_20571_title;Poser
achievement_20572_desc;Ganhe 100 partidas com uma habilidade do Sindicato.
achievement_20572_title;Recruta
achievement_20573_desc;Ganhe 250 partidas com uma habilidade do Sindicato.
achievement_20573_title;Traficante
achievement_20574_desc;Ganhe 500 partidas com uma habilidade do Sindicato.
achievement_20574_title;Capo
achievement_20575_desc;Ganhe 1.000 partidas com uma habilidade do Sindicato.
achievement_20575_title;Chefão do crime
achievement_20581_desc;Ganhe 25 partidas com as habilidades do Ano do Homem-rato
achievement_20581_title;Lua Nova
achievement_20582_desc;Ganhe 100 partidas com as habilidades do Ano do Homem-rato
achievement_20582_title;Lua Crescente
achievement_20583_desc;Ganhe 250 partidas com as habilidades do Ano do Homem-rato
achievement_20583_title;Quarto Crescente
achievement_20584_desc;Ganhe 500 partidas com as habilidades do Ano do Homem-rato
achievement_20584_title;Minguante
achievement_20585_desc;Ganhe 1.000 partidas com as habilidades do Ano do Homem-rato
achievement_20585_title;Lua Cheia
achievement_30001_desc;Coloque 200 cartas na sua coleção de jogo de conjunto base (repetidas que não podem ser colocadas em baralhos não contam).
achievement_30001_title;Livro de recortes
achievement_30002_desc;Coloque 300 cartas na sua coleção de jogo de conjunto base (repetidas que não podem ser colocadas em baralhos não contam).
achievement_30002_title;Smörgåsbord
achievement_30003_desc;Coloque 400 cartas na sua coleção de jogo de conjunto base (repetidas que não podem ser colocadas em baralhos não contam).
achievement_30003_title;Embaralhado
achievement_30004_desc;Coloque 500 cartas na sua coleção de jogo de conjunto base (repetidas que não podem ser colocadas em baralhos não contam).
achievement_30004_title;Varrendo o salão
