_inputshopbuymultiple;ACHETER
achievement_12078_title;Divertissement en préparation
achievement_12080_desc;Jouer 3 parties en mode Enrôlement durant les célébrations de l'anniversaire.
achievement_12080_title;De mauvaises intentions
achievement_12081_desc;Jouer 5 parties en mode Enrôlement durant les célébrations de l'anniversaire.
achievement_12081_title;Les yeux sur le prix
achievement_12083_desc;Ouvrir 1 baril durant les célébrations de l'anniversaire.
achievement_12084_desc;Ouvrir 3 barils durant les célébrations de l'anniversaire.
achievement_12085_desc;Ouvrir 6 barils durant les célébrations de l'anniversaire.
achievement_12086_desc;Ouvrir 10 barils durant les célébrations de l'anniversaire.
achievement_12088_desc;Envoyer des félicitations durant les célébrations de l'anniversaire.
achievement_12089_desc;Envoyer des félicitations 3 fois durant les célébrations de l'anniversaire.
achievement_12090_desc;Envoyer des félicitations 6 fois durant les célébrations de l'anniversaire.
achievement_12091_desc;Envoyer des félicitations 10 fois durant les célébrations de l'anniversaire.
achievement_13005_desc;Gagner 10 parties avec la tenue d'Échøp.
achievement_13005_title;Charmant !
achievement_20001_desc;Disputer une partie en ligne dans n'importe quel mode.
achievement_20001_title;Essayez, qu'ils disaient
achievement_20002_desc;Disputer 5 parties en ligne dans n'importe quel mode.
achievement_20002_title;Jusqu'à la lie
achievement_20003_desc;Disputer 25 parties en ligne dans n'importe quel mode.
achievement_20003_title;Je joue pour gagner
achievement_20004_desc;Disputer 100 parties en ligne dans n'importe quel mode.
achievement_20004_title;Commandant prometteur
achievement_20005_desc;Disputer 500 parties en ligne dans n'importe quel mode.
achievement_20005_title;Conquérant
achievement_20100_desc;Féliciter votre adversaire.
achievement_20100_title;Bonnes manières
achievement_20101_desc;Féliciter 10 fois votre adversaire.
achievement_20101_title;Poignée de main
achievement_20102_desc;Féliciter 100 fois votre adversaire.
achievement_20102_title;Attitude sportive
achievement_20103_desc;Féliciter 200 fois votre adversaire.
achievement_20103_title;Adversaire de qualité
achievement_20104_desc;Féliciter 500 fois votre adversaire.
achievement_20104_title;Il est entré dans mon cœur
achievement_20105_desc;Féliciter 1 000 fois votre adversaire.
achievement_20105_title;Une part de bonheur
achievement_20106_desc;Féliciter 5 000 fois votre adversaire.
achievement_20106_title;Je vois la vie en rose
achievement_20200_desc;Gagner 100 parties avec chaque capacité de base des factions.
achievement_20200_title;Passe-partout
achievement_20210_desc;Gagner 100 parties avec chaque capacité de base des Monstres.
achievement_20210_title;Cauchemar
achievement_20211_desc;Gagner 100 parties avec la capacité Carapace.
achievement_20211_title;Maîtrise de Carapace
achievement_20212_desc;Gagner 100 parties avec la capacité Essaim d'arachas.
achievement_20212_title;Maîtrise d'Essaim d'arachas
achievement_20213_desc;Gagner 100 parties avec la capacité Force de la nature.
achievement_20213_title;Maîtrise de Force de la nature
achievement_20214_desc;Gagner 100 parties avec la capacité Froid blanc.
achievement_20214_title;Maîtrise de Froid blanc
achievement_20220_desc;Gagner 100 parties avec chaque capacité de base du Nilfgaard.
achievement_20220_title;L'empereur
achievement_20221_desc;Gagner 100 parties avec la capacité Emprisonnement.
achievement_20221_title;Maîtrise d'Emprisonnement
achievement_20222_desc;Gagner 100 parties avec la capacité Hospitalité de Toussaint.
achievement_20222_title;Maîtrise d'Hospitalité de Toussaint
achievement_20223_desc;Gagner 100 parties avec la capacité Formation impériale.
achievement_20223_title;Maîtrise de Formation impériale
achievement_20224_desc;Gagner 100 parties avec la capacité Décision stratégique.
achievement_20224_title;Maîtrise de Décision stratégique
achievement_20230_desc;Gagner 100 parties avec chaque capacité de base des Royaumes du Nord.
achievement_20230_title;Le roi des rois
achievement_20231_desc;Gagner 100 parties avec la capacité Zèle inspiré.
achievement_20231_title;Maîtrise de Zèle inspiré
achievement_20232_desc;Gagner 100 parties avec la capacité Mur de boucliers.
achievement_20232_title;Maîtrise de Mur de boucliers
achievement_20233_desc;Gagner 100 parties avec la capacité Mobilisation.
achievement_20233_title;Maîtrise de Mobilisation
achievement_20234_desc;Gagner 100 parties avec la capacité Stock.
achievement_20234_title;Maîtrise de Stock
achievement_20240_desc;Gagner 100 parties avec chaque capacité de base des Scoia'tael.
achievement_20240_title;Le guérillero
achievement_20241_desc;Gagner 100 parties avec la capacité Frappe précise.
achievement_20241_title;Maîtrise de Frappe précise
achievement_20242_desc;Gagner 100 parties avec la capacité Vigueur.
achievement_20242_title;Maîtrise de Vigueur
achievement_20243_desc;Gagner 100 parties avec la capacité Don de la nature.
achievement_20243_title;Maîtrise de Don de la nature
achievement_20244_desc;Gagner 100 parties avec la capacité Tactiques de guérilla.
achievement_20244_title;Maîtrise de Tactiques de guérilla
achievement_20250_desc;Gagner 100 parties avec chaque capacité de base de Skellige.
achievement_20250_title;Le Jarl
achievement_20251_desc;Gagner 100 parties avec la capacité Tourbillon intrépide.
achievement_20251_title;Maîtrise de Tourbillon intrépide
achievement_20252_desc;Gagner 100 parties avec la capacité Rage de la mer.
achievement_20252_title;Maîtrise de Rage de la mer
achievement_20253_desc;Gagner 100 parties avec la capacité Assaut.
achievement_20253_title;Maîtrise d'Assaut
achievement_20254_desc;Gagner 100 parties avec la capacité Fureur guerrière.
achievement_20254_title;Maîtrise de Fureur guerrière
achievement_20260_desc;Gagner 100 parties avec chaque capacité de Thronebreaker.
achievement_20260_title;Sauveur de la Lyrie et de Riv
achievement_20261_desc;Gagner 100 parties avec la capacité Fureur patricide.
achievement_20261_title;Maîtrise de Fureur patricide
achievement_20262_desc;Gagner 100 parties avec la capacité Embuscade elfe.
achievement_20262_title;Maîtrise d'Embuscade elfe
achievement_20263_desc;Gagner 100 parties avec la capacité Motivation royale.
achievement_20263_title;Maîtrise de Motivation royale
achievement_20264_desc;Gagner 100 parties avec la capacité Asservissement.
achievement_20264_title;Maîtrise d'Asservissement
achievement_20265_desc;Gagner 100 parties avec la capacité Fruits d'Ysgith.
achievement_20265_title;Maîtrise de Fruits d'Ysgith
achievement_20270_desc;Gagner 100 parties avec chaque capacité de Crimson Curse.
achievement_20270_title;Suzerain pourpre
achievement_20271_desc;Gagner 100 parties avec la capacité Appel de l'harmonie.
achievement_20271_title;Maîtrise d'Appel de l'harmonie
achievement_20272_desc;Gagner 100 parties avec la capacité Rituel de l'ours.
achievement_20272_title;Maîtrise de Rituel de l'ours
achievement_20273_desc;Gagner 100 parties avec la capacité Odeur de sang.
achievement_20273_title;Maîtrise d'Odeur de sang
achievement_20274_desc;Gagner 100 parties avec la capacité Forfaiture.
achievement_20274_title;Maîtrise de Forfaiture
achievement_20275_desc;Gagner 100 parties avec la capacité Manœuvre de pince.
achievement_20275_title;Maîtrise de Manœuvre de pince
achievement_20280_desc;Gagner 100 parties avec chaque capacité du Syndicat.
achievement_20280_title;Maître des ombres
achievement_20281_desc;Gagner 100 parties avec la capacité Rassemblement.
achievement_20281_title;Maîtrise de Rassemblement
achievement_20282_desc;Gagner 100 parties avec la capacité Anse des pirates.
achievement_20282_title;Maîtrise d'Anse des pirates
achievement_20283_desc;Gagner 100 parties avec la capacité Jackpot.
achievement_20283_title;Maîtrise de Jackpot
achievement_20284_desc;Gagner 100 parties avec la capacité Au noir.
achievement_20284_title;Maîtrise d'Au noir
achievement_20285_desc;Gagner 100 parties avec la capacité Argent sanglant.
achievement_20285_title;Maîtrise d'Argent sanglant
achievement_20286_desc;Gagner 100 parties avec la capacité Poches remplies.
achievement_20286_title;Maîtrise de Poches remplies
achievement_20290_desc;Gagner 100 parties avec chaque capacité de l'année du Rat-garou
achievement_20290_title;Rat-garou héréditaire
achievement_20291_desc;Gagner 100 parties avec la capacité Faim dévorante
achievement_20291_title;Maîtrise de la Faim dévorante
achievement_20292_desc;Gagner 100 parties avec la capacité Imposteur
achievement_20292_title;Maîtrise de l'Imposteur
achievement_20293_desc;Gagner 100 parties avec la capacité Révolte
achievement_20293_title;Maîtrise de la Révolte
achievement_20294_desc;Gagner 100 parties avec la capacité Forge de Mahakam
achievement_20294_title;Maîtrise de la Forge de Mahakam
achievement_20295_desc;Gagner 100 parties avec la capacité Éclat de gloire
achievement_20295_title;Maîtrise de l'Éclat de gloire
achievement_20296_desc;Gagner 100 parties avec la capacité Cachette
achievement_20296_title;Maîtrise de la Cachette
achievement_20501_desc;Gagner 25 parties avec une capacité des Monstres.
achievement_20501_title;Tombé du nid
achievement_20502_desc;Gagner 100 parties avec une capacité des Monstres.
achievement_20502_title;Monstres et compagnie
achievement_20503_desc;Gagner 250 parties avec une capacité des Monstres.
achievement_20503_title;Bain de sang
achievement_20504_desc;Gagner 500 parties avec une capacité des Monstres.
achievement_20504_title;Rien ne sert de courir
achievement_20505_desc;Gagner 1000 parties avec une capacité des Monstres.
achievement_20505_title;Un voile de ténèbres
achievement_20511_desc;Gagner 25 parties avec une capacité du Nilfgaard.
achievement_20511_title;Guerre à l'horizon
achievement_20512_desc;Gagner 100 parties avec une capacité du Nilfgaard.
achievement_20512_title;Pour la gloire de l'empire !
achievement_20513_desc;Gagner 250 parties avec une capacité du Nilfgaard.
achievement_20513_title;Aube impériale
achievement_20514_desc;Gagner 500 parties avec une capacité du Nilfgaard.
achievement_20514_title;Le parfum de la victoire
achievement_20515_desc;Gagner 1000 parties avec une capacité du Nilfgaard.
achievement_20515_title;Rendez-vous ou mourez
achievement_20521_desc;Gagner 25 parties avec une capacité des Royaumes du Nord.
achievement_20521_title;Éplucheur de patates
achievement_20522_desc;Gagner 100 parties avec une capacité des Royaumes du Nord.
achievement_20522_title;Ralliez-vous à mon panache blanc
achievement_20523_desc;Gagner 250 parties avec une capacité des Royaumes du Nord.
achievement_20523_title;Sus à l'envahisseur
achievement_20524_desc;Gagner 500 parties avec une capacité des Royaumes du Nord.
achievement_20524_title;L'union fait la force
achievement_20525_desc;Gagner 1000 parties avec une capacité des Royaumes du Nord.
achievement_20525_title;La vengeance mène à la gloire
achievement_20531_desc;Gagner 25 parties avec une capacité des Scoia'tael
achievement_20531_title;Pour Brokilone !
achievement_20532_desc;Gagner 100 parties avec une capacité des Scoia'tael.
achievement_20532_title;Guerrier de l'ombre
achievement_20533_desc;Gagner 250 parties avec une capacité des Scoia'tael.
achievement_20533_title;Je vise juste
achievement_20534_desc;Gagner 500 parties avec une capacité des Scoia'tael.
achievement_20534_title;Assassins silencieux
achievement_20535_desc;Gagner 1000 parties avec une capacité des Scoia'tael.
achievement_20535_title;C'est chez qui ? Chez nous !
achievement_20541_desc;Gagner 25 parties avec une capacité de Skellige.
achievement_20541_title;Terre ! Terre !
achievement_20542_desc;Gagner 100 parties avec une capacité de Skellige.
achievement_20542_title;Trouve-toi une hache
achievement_20543_desc;Gagner 250 parties avec une capacité de Skellige.
achievement_20543_title;Sa Majesté des mouches
achievement_20544_desc;Gagner 500 parties avec une capacité de Skellige.
achievement_20544_title;Vous appelez ça une tempête ?
achievement_20545_desc;Gagner 1000 parties avec une capacité de Skellige.
achievement_20545_title;Pour la gloire de Skellige
